HHID,tot_local_seed,tot_improved_seed,tot_manure,tot_compost,tot_fert_dap,tot_fert_urea,tot_fert_nps,tot_fert_lime,tot_fert_blended,total_value_hh,hhi_hh,number_of_crops,cei_hh,bp_hh,season_str,IRRIGATED_HH,merge_irrigation,Qn_9_9,post_action_taken,pre_action_taken,post_number_responded,pre_number_responded,number_of_shocks,merge_shock,experienced_shock,post_action_taken_nomissing,pre_action_taken_nomissing,number_of_soil_types,farm_area,total_owned_area,proportion_owned_area,plot_dist_avg,soil_fertility_num,soil_fertility_avg,soil_slope_avg,soil_erosion_avg,soil_fertility_wgt_avg,soil_slope_wgt_avg,soil_erosion_wgt_avg,merge_soil,Qn_0_1,Qn_1_1,Qn_1_2,Qn_1_3,Qn_1_4,Qn_1_5a,skip_meal_12mo,improved_stove,number_of_parcels,own_pump,ag_ins,other_income,electricity,latitude,longitude,elevation,kebele_for_survey_match,merge_wide,dist_to_ext_service,dist_to_vet,dist_to_grazing,dist_to_output_market,dist_to_input_market,dist_to_weekly_market,dist_to_daily_market,dist_to_all_weather_road,merge_comm,liv_total_value_hh,liv_hhi_hh,number_of_liv_types,sold_livestock_12mo,merge_liv,hh_head_age,hh_head_educ,hh_spouse_educ,highest_educ,merge_i_ii,number_of_farm_equipment,tot_farm_equipment_value,merge_equipment,gifts_transfers,assistance_govt_nongovt,tot_other_income,merge_other_income,elec_use_kwh_lastmonth,merge_elec,number_of_appliances,tot_app_value,merge_appliance,river_dist,lake_dist,dist_to_water_source,merge_water_dist,soil_ph,merge_ph,group,kebele,acc,kebele_for_shp_match,merge_sites,kebele_id,pop_dens_5x5,merge_pop_dens,koppen_zone,merge_koppen
230,114,0,0,1500,0,0,0,0,0,0,.51020408,3,.41440651,1.7499999,Meher,0,matched (3),Meher,0,0,0,0,1,matched (3),1,0,0,1,1,1,1,30,2,2,2,2,2,2,2,matched (3),Dry,SNNPR,Gamo,Arba Minch Zuria,Ganta Meyeche,Shanke,0,0,2,0,0,0,1,6.0295587,37.484081,2029.8,Ganta Meyeche,matched (3),1,0,,5,5,5,,5,matched (3),1500,1,1,0,matched (3),36,,,4,matched (3),8,3300,matched (3),,,0,matched (3),0,matched (3),6,20300,matched (3),8842.2783,12067.737,8842.2783,matched (3),6,matched (3),Control (Non),Ganta Meyeche,0,Ganta Meyeche,matched (3),8,284.69495,matched (3),Temp. Dry Warm Summer (Csb),matched (3)
231,0,60,0,400,0,0,0,0,0,240000,1,1,0,1,Meher,1,matched (3),Meher,1,0,1,0,1,matched (3),1,1,0,1,1,1,1,10,1,1,1,1,1,1,1,matched (3),Dry,SNNPR,Gamo,Arba Minch Zuria,Ganta Kenchamo,Murche,0,0,1,,0,1,1,5.906467,37.462826,1155.5,Ganta Kenchamo,matched (3),0,0,,0,30,90,,90,matched (3),68000,.33333337,3,1,matched (3),53,4,2,4,matched (3),35,8500,matched (3),1,0,2000,matched (3),,master only (1),2,200,matched (3),10224.378,5697.8364,5697.8364,matched (3),6.8000002,matched (3),Treatment,Ganta Kenchamo,1,Ganta Kenchamo,matched (3),7,324.61993,matched (3),Trop. Savan. (Aw),matched (3)
231,0,0,0,400,0,0,0,0,0,229600,1,1,0,1,Dry,1,matched (3),,,,,,,master only (1),0,0,0,1,1,1,1,10,1,1,1,1,1,1,1,matched (3),Dry,SNNPR,Gamo,Arba Minch Zuria,Ganta Kenchamo,Murche,0,0,1,,0,1,1,5.906467,37.462826,1155.5,Ganta Kenchamo,matched (3),0,0,,0,30,90,,90,matched (3),68000,.33333337,3,1,matched (3),53,4,2,4,matched (3),35,8500,matched (3),1,0,2000,matched (3),,master only (1),2,200,matched (3),10224.378,5697.8364,5697.8364,matched (3),6.8000002,matched (3),Treatment,Ganta Kenchamo,1,Ganta Kenchamo,matched (3),7,324.61993,matched (3),Trop. Savan. (Aw),matched (3)
231,,,,,,,,,,,1,1,0,1,Belg,1,matched (3),,,,,,,master only (1),0,0,0,1,1,1,1,10,1,1,1,1,1,1,1,matched (3),Dry,SNNPR,Gamo,Arba Minch Zuria,Ganta Kenchamo,Murche,0,0,1,,0,1,1,5.906467,37.462826,1155.5,Ganta Kenchamo,matched (3),0,0,,0,30,90,,90,matched (3),68000,.33333337,3,1,matched (3),53,4,2,4,matched (3),35,8500,matched (3),1,0,2000,matched (3),,master only (1),2,200,matched (3),10224.378,5697.8364,5697.8364,matched (3),6.8000002,matched (3),Treatment,Ganta Kenchamo,1,Ganta Kenchamo,matched (3),7,324.61993,matched (3),Trop. Savan. (Aw),matched (3)
232,55,0,0,0,78,80,0,0,0,10000,1,1,0,1,Meher,0,matched (3),,,,,,,master only (1),0,0,0,1,.5,.5,1,10,1,1,1,2,1,1,2,matched (3),Dry,Oromia,West Shoa,Ejerie,Telbo,Daallee,0,0,1,,0,0,1,8.9565687,38.401699,2058.8999,Telbo,matched (3),40,40,,150,150,150,,,matched (3),27000,.5,2,0,matched (3),17,2,2,2,matched (3),3,1300,matched (3),,,,matched (3),,matched (3),1,500,matched (3),10283.781,14622.9,10283.781,matched (3),6.6999998,matched (3),Treatment,Telbo,1,Telbo,matched (3),25,130.86967,matched (3),Temp. Dry Winter Warm Summer,matched (3)
233,0,0,0,300,0,0,0,0,0,216000,1,1,0,1,Dry,1,matched (3),,,,,,,master only (1),0,0,0,1,1,1,1,15,1,1,1,1,1,1,1,matched (3),Dry,SNNPR,Gamo,Arba Minch Zuria,Ganta Kenchamo,Murche,1,0,1,,0,1,1,5.9068961,37.463783,1140.1,Ganta Kenchamo,matched (3),0,0,,0,30,90,,90,matched (3),52000,.36000001,3,1,matched (3),,,4,2,matched (3),30,6900,matched (3),1,0,5000,matched (3),,master only (1),1,150,matched (3),10115.43,5594.3711,5594.3711,matched (3),6.9000001,matched (3),Treatment,Ganta Kenchamo,1,Ganta Kenchamo,matched (3),7,324.61993,matched (3),Trop. Savan. (Aw),matched (3)
233,0,100,0,250,0,0,0,0,0,228000,1,1,0,1,Meher,1,matched (3),Meher,1,0,1,0,2,matched (3),1,1,0,1,1,1,1,15,1,1,1,1,1,1,1,matched (3),Dry,SNNPR,Gamo,Arba Minch Zuria,Ganta Kenchamo,Murche,1,0,1,,0,1,1,5.9068961,37.463783,1140.1,Ganta Kenchamo,matched (3),0,0,,0,30,90,,90,matched (3),52000,.36000001,3,1,matched (3),,,4,2,matched (3),30,6900,matched (3),1,0,5000,matched (3),,master only (1),1,150,matched (3),10115.43,5594.3711,5594.3711,matched (3),6.9000001,matched (3),Treatment,Ganta Kenchamo,1,Ganta Kenchamo,matched (3),7,324.61993,matched (3),Trop. Savan. (Aw),matched (3)
233,,,,,,,,,,,1,1,0,1,Belg,1,matched (3),,,,,,,master only (1),0,0,0,1,1,1,1,15,1,1,1,1,1,1,1,matched (3),Dry,SNNPR,Gamo,Arba Minch Zuria,Ganta Kenchamo,Murche,1,0,1,,0,1,1,5.9068961,37.463783,1140.1,Ganta Kenchamo,matched (3),0,0,,0,30,90,,90,matched (3),52000,.36000001,3,1,matched (3),,,4,2,matched (3),30,6900,matched (3),1,0,5000,matched (3),,master only (1),1,150,matched (3),10115.43,5594.3711,5594.3711,matched (3),6.9000001,matched (3),Treatment,Ganta Kenchamo,1,Ganta Kenchamo,matched (3),7,324.61993,matched (3),Trop. Savan. (Aw),matched (3)
234,,,,,,,,,,,.25,4,.75,4,Belg,0,matched (3),,,,,,,master only (1),0,0,0,1,5,5,1,5,2,2,2,1,2,2,1,matched (3),Dry,SNNPR,Gamo,Arba Minch Zuria,Ganta Meyeche,Ganta Meyiche,0,0,2,0,0,0,0,6.0295959,37.484241,2044.9,Ganta Meyeche,matched (3),1,0,,5,5,5,,5,matched (3),55000,.55555558,2,0,matched (3),8,2,,4,matched (3),6,2880,matched (3),,,0,matched (3),0,matched (3),0,0,matched (3),8828.708,12062.567,8828.708,matched (3),6.0999999,matched (3),Control (Non),Ganta Meyeche,0,Ganta Meyeche,matched (3),8,284.69495,matched (3),Temp. Dry Warm Summer (Csb),matched (3)
234,12,0,0,800,500,0,0,0,0,18000,.25,4,.75,4,Meher,0,matched (3),Meher,0,0,0,0,2,matched (3),1,0,0,1,5,5,1,5,2,2,2,1,2,2,1,matched (3),Dry,SNNPR,Gamo,Arba Minch Zuria,Ganta Meyeche,Ganta Meyiche,0,0,2,0,0,0,0,6.0295959,37.484241,2044.9,Ganta Meyeche,matched (3),1,0,,5,5,5,,5,matched (3),55000,.55555558,2,0,matched (3),8,2,,4,matched (3),6,2880,matched (3),,,0,matched (3),0,matched (3),0,0,matched (3),8828.708,12062.567,8828.708,matched (3),6.0999999,matched (3),Control (Non),Ganta Meyeche,0,Ganta Meyeche,matched (3),8,284.69495,matched (3),Temp. Dry Warm Summer (Csb),matched (3)
235,0,0,0,0,0,0,0,0,0,17600,1,1,0,1,Dry,1,matched (3),,,,,,,master only (1),0,0,0,1,2,2,1,20,1,1,1,2,1,1,2,matched (3),Dry,SNNPR,Gamo,Arba Minch Zuria,Ganta Kenchamo,Murche,1,0,2,,0,0,1,5.9052458,37.463478,1130,Ganta Kenchamo,matched (3),0,0,,0,30,90,,90,matched (3),39500,.3888889,3,0,matched (3),,,,4,matched (3),4,2300,matched (3),,,0,matched (3),,matched (3),0,0,matched (3),10199.718,5645.1563,5645.1563,matched (3),6.8000002,matched (3),Treatment,Ganta Kenchamo,1,Ganta Kenchamo,matched (3),7,324.61993,matched (3),Trop. Savan. (Aw),matched (3)
235,0,0,0,0,0,0,0,0,0,24000,.5,2,.5,2,Meher,1,matched (3),Meher,0,0,0,0,1,matched (3),1,0,0,1,2,2,1,20,1,1,1,2,1,1,2,matched (3),Dry,SNNPR,Gamo,Arba Minch Zuria,Ganta Kenchamo,Murche,1,0,2,,0,0,1,5.9052458,37.463478,1130,Ganta Kenchamo,matched (3),0,0,,0,30,90,,90,matched (3),39500,.3888889,3,0,matched (3),,,,4,matched (3),4,2300,matched (3),,,0,matched (3),,matched (3),0,0,matched (3),10199.718,5645.1563,5645.1563,matched (3),6.8000002,matched (3),Treatment,Ganta Kenchamo,1,Ganta Kenchamo,matched (3),7,324.61993,matched (3),Trop. Savan. (Aw),matched (3)
237,,,,,,,,,,,.33333337,3,.66666669,3,Belg,0,matched (3),,,,,,,master only (1),0,0,0,1,1,1,1,5,1,1,2,2,1,2,2,matched (3),Dry,SNNPR,Gamo,Arba Minch Zuria,Ganta Meyeche,Ganta Meyche,0,0,3,,0,0,1,6.0219655,37.482334,2224.7,Ganta Meyeche,matched (3),1,0,,5,5,5,,5,matched (3),163500,.29166666,4,1,matched (3),37,8,2,4,matched (3),8,1800,matched (3),,,0,matched (3),20,matched (3),5,13210,matched (3),8685.7715,11461.955,8685.7715,matched (3),5.6999998,matched (3),Control (Non),Ganta Meyeche,0,Ganta Meyeche,matched (3),8,296.13202,matched (3),Temp. Dry Warm Summer (Csb),matched (3)
237,15,10,0,300,0,0,0,0,0,147500,.33333337,3,.66666669,3,Meher,0,matched (3),Meher,1,1,1,1,1,matched (3),1,1,1,1,1,1,1,5,1,1,2,2,1,2,2,matched (3),Dry,SNNPR,Gamo,Arba Minch Zuria,Ganta Meyeche,Ganta Meyche,0,0,3,,0,0,1,6.0219655,37.482334,2224.7,Ganta Meyeche,matched (3),1,0,,5,5,5,,5,matched (3),163500,.29166666,4,1,matched (3),37,8,2,4,matched (3),8,1800,matched (3),,,0,matched (3),20,matched (3),5,13210,matched (3),8685.7715,11461.955,8685.7715,matched (3),5.6999998,matched (3),Control (Non),Ganta Meyeche,0,Ganta Meyeche,matched (3),8,296.13202,matched (3),Temp. Dry Warm Summer (Csb),matched (3)
238,,,,,,,,,,,1,2,0,1,Belg,0,matched (3),,,,,,,master only (1),0,0,0,1,2,2,1,20.333334,2,1.6666666,1.6666666,1.6666666,1.75,1.75,1.75,matched (3),Dry,SNNPR,Gamo,Arba Minch Zuria,Ganta Meyeche,Ganta meyche,0,0,2,,0,1,0,6.0280333,37.489067,2164.7,Ganta Meyeche,matched (3),1,0,,5,5,5,,5,matched (3),,,,,master only (1),,,,2,matched (3),2,500,matched (3),0,0,32000,matched (3),,master only (1),2,200,matched (3),8300.0361,11658.503,8300.0361,matched (3),6,matched (3),Control (Non),Ganta Meyeche,0,Ganta Meyeche,matched (3),8,284.69495,matched (3),Temp. Dry Warm Summer (Csb),matched (3)
238,90,0,0,200,0,0,0,0,0,,,4,,,Meher,0,matched (3),Meher,0,0,0,0,1,matched (3),1,0,0,1,2,2,1,20.333334,2,1.6666666,1.6666666,1.6666666,1.75,1.75,1.75,matched (3),Dry,SNNPR,Gamo,Arba Minch Zuria,Ganta Meyeche,Ganta meyche,0,0,2,,0,1,0,6.0280333,37.489067,2164.7,Ganta Meyeche,matched (3),1,0,,5,5,5,,5,matched (3),,,,,master only (1),,,,2,matched (3),2,500,matched (3),0,0,32000,matched (3),,master only (1),2,200,matched (3),8300.0361,11658.503,8300.0361,matched (3),6,matched (3),Control (Non),Ganta Meyeche,0,Ganta Meyeche,matched (3),8,284.69495,matched (3),Temp. Dry Warm Summer (Csb),matched (3)
239,105,0,0,0,0,0,0,0,0,,,5,,,Meher,0,matched (3),Meher,0,0,0,0,1,matched (3),1,0,0,1,2,2,1,15.5,2,2,2,2,2,2,2,matched (3),Dry,SNNPR,Gamo,Arba Minch Zuria,Ganta Meyeche,Ganta meyche,0,0,2,0,0,1,1,6.0262718,37.487274,2205.3999,Ganta Meyeche,matched (3),1,0,,5,5,5,,5,matched (3),3410,.30612245,4,0,matched (3),12,2,2,2,matched (3),6,1450,matched (3),0,0,46000,matched (3),,matched (3),1,1500,matched (3),8394.6006,11584.767,8394.6006,matched (3),5.8000002,matched (3),Control (Non),Ganta Meyeche,0,Ganta Meyeche,matched (3),8,284.69495,matched (3),Temp. Dry Warm Summer (Csb),matched (3)
239,,,,,,,,,,,.5,2,.5,2,Belg,0,matched (3),,,,,,,master only (1),0,0,0,1,2,2,1,15.5,2,2,2,2,2,2,2,matched (3),Dry,SNNPR,Gamo,Arba Minch Zuria,Ganta Meyeche,Ganta meyche,0,0,2,0,0,1,1,6.0262718,37.487274,2205.3999,Ganta Meyeche,matched (3),1,0,,5,5,5,,5,matched (3),3410,.30612245,4,0,matched (3),12,2,2,2,matched (3),6,1450,matched (3),0,0,46000,matched (3),,matched (3),1,1500,matched (3),8394.6006,11584.767,8394.6006,matched (3),5.8000002,matched (3),Control (Non),Ganta Meyeche,0,Ganta Meyeche,matched (3),8,284.69495,matched (3),Temp. Dry Warm Summer (Csb),matched (3)
240,0,1,0,0,0,0,0,0,0,38000,.39225712,3,.60410255,2.3125,Meher,0,matched (3),Meher,0,0,0,0,1,matched (3),1,0,0,1,1.48,1.48,1,14.8,2,1.2,2,1.8,1.3378378,2,1.6621622,matched (3),Dry,SNNPR,Gamo,Arba Minch Zuria,Ganta Meyeche,Kebele - Ganta Meyche,0,0,3,0,0,0,1,6.0211577,37.483315,2245.5,Ganta Meyeche,matched (3),1,0,,5,5,5,,5,matched (3),14900,.52662724,2,1,matched (3),,,4,4,matched (3),7,1830,matched (3),,,0,matched (3),,matched (3),3,1400,matched (3),8555.3984,11330.645,8555.3984,matched (3),5.6999998,matched (3),Control (Non),Ganta Meyeche,0,Ganta Meyeche,matched (3),8,296.13202,matched (3),Temp. Dry Warm Summer (Csb),matched (3)
240,,,,,,,,,,,1,1,0,1,Belg,0,matched (3),,,,,,,master only (1),0,0,0,1,1.48,1.48,1,14.8,2,1.2,2,1.8,1.3378378,2,1.6621622,matched (3),Dry,SNNPR,Gamo,Arba Minch Zuria,Ganta Meyeche,Kebele - Ganta Meyche,0,0,3,0,0,0,1,6.0211577,37.483315,2245.5,Ganta Meyeche,matched (3),1,0,,5,5,5,,5,matched (3),14900,.52662724,2,1,matched (3),,,4,4,matched (3),7,1830,matched (3),,,0,matched (3),,matched (3),3,1400,matched (3),8555.3984,11330.645,8555.3984,matched (3),5.6999998,matched (3),Control (Non),Ganta Meyeche,0,Ganta Meyeche,matched (3),8,296.13202,matched (3),Temp. Dry Warm Summer (Csb),matched (3)
241,13,4,500,0,10,10,0,0,0,10000,.27918524,5,.67997205,3.3030305,Meher,0,matched (3),Meher,0,0,0,0,2,matched (3),1,0,0,1,2.49,2.49,1,8.5,2,1.6666666,1.8333334,1.6666666,1.5983936,1.7991968,1.5983936,matched (3),Dry,SNNPR,Gamo,Arba Minch Zuria,Ganta Meyeche,Kebele - Ganta Meyche,0,0,2,0,0,0,1,5.8953848,37.496979,0,Ganta Meyeche,matched (3),1,0,,5,5,5,,5,matched (3),296900,.17901236,6,1,matched (3),14,2,2,2,matched (3),9,2390,matched (3),,,0,matched (3),,matched (3),2,1400,matched (3),7511.2949,2421.6716,2421.6716,matched (3),6.9000001,matched (3),Control (Non),Ganta Meyeche,0,Ganta Meyeche,matched (3),8,288.88455,matched (3),Trop. Savan. (Aw),matched (3)
242,15,1,0,0,0,0,0,0,0,9900,.25,4,.75,4,Meher,0,matched (3),Meher,0,0,0,0,2,matched (3),1,0,0,1,1,1,1,4.75,2,1.25,1.5,1,1.25,1.5,1,matched (3),Dry,SNNPR,Gamo,Arba Minch Zuria,Ganta Meyeche,Kebele - Ganta Meyche,0,0,2,0,0,1,1,6.0206819,37.483585,2245.5,Ganta Meyeche,matched (3),1,0,,5,5,5,,5,matched (3),115000,.22222224,5,1,matched (3),18,4,,4,matched (3),6,2300,matched (3),0,0,3000,matched (3),,matched (3),5,8120,matched (3),8507.6904,11271.361,8507.6904,matched (3),5.9000001,matched (3),Control (Non),Ganta Meyeche,0,Ganta Meyeche,matched (3),8,296.13202,matched (3),Temp. Dry Warm Summer (Csb),matched (3)
243,200,0,300,0,200,100,0,0,0,50000,1,1,0,1,Meher,0,matched (3),,,,,,,master only (1),0,0,0,1,2,2,1,17.5,1,1,1,1,1,1,1,matched (3),Dry,Oromia,West Shoa,Ejerie,Telbo,Indode,0,1,2,,0,0,1,8.9919109,38.398087,2108.0315,Telbo,matched (3),40,40,,150,150,150,,,matched (3),188950,.20408164,6,1,matched (3),6,,2,2,matched (3),6,1312,matched (3),,,,matched (3),11,matched (3),2,20,matched (3),14002.258,17369.34,14002.258,matched (3),6.8000002,matched (3),Treatment,Telbo,1,Telbo,matched (3),25,142.2455,matched (3),Temp. Dry Warm Summer (Csb),matched (3)
244,300,0,6050,0,350,300,0,0,0,153000,.5,2,.5,2,Meher,0,matched (3),Meher,1,0,1,0,1,matched (3),1,1,0,2,3,3,1,16.666666,1,1,1,1,1,1,1,matched (3),Dry,Oromia,West Shoa,Ejerie,Indode,Indode,0,1,3,,0,0,1,8.9921198,38.399609,2104.2048,Indode,matched (3),30,30,,90,90,90,,,matched (3),269600,.18005541,7,1,matched (3),18,2,4,2,matched (3),6,2550,matched (3),,,,matched (3),0,matched (3),2,20,matched (3),14054.601,17487.922,14054.601,matched (3),6.8000002,matched (3),Control(Non),Indode,0,Indode,matched (3),16,138.66312,matched (3),Temp. Dry Warm Summer (Csb),matched (3)
245,,,,,,,,,,,1,1,0,1,Belg,1,matched (3),,,,,,,master only (1),0,0,0,1,3,1,.33333334,18.333334,1,1,1,1,1,1,1,matched (3),Dry,Oromia,West Shoa,Ejerie,Indode,Indode,0,1,3,1,0,0,1,8.9913578,38.399197,2103.0002,Indode,matched (3),30,30,,90,90,90,,,matched (3),175500,.27777776,5,1,matched (3),3,,2,2,matched (3),5,2380,matched (3),,,,master only (1),11,matched (3),2,20,matched (3),13963.669,17395.68,13963.669,matched (3),6.8000002,matched (3),Control(Non),Indode,0,Indode,matched (3),16,138.66312,matched (3),Temp. Dry Winter Warm Summer,matched (3)
245,250,0,600,0,300,300,0,0,0,67500,1,1,0,1,Meher,1,matched (3),Meher,1,1,1,1,1,matched (3),1,1,1,1,3,1,.33333334,18.333334,1,1,1,1,1,1,1,matched (3),Dry,Oromia,West Shoa,Ejerie,Indode,Indode,0,1,3,1,0,0,1,8.9913578,38.399197,2103.0002,Indode,matched (3),30,30,,90,90,90,,,matched (3),175500,.27777776,5,1,matched (3),3,,2,2,matched (3),5,2380,matched (3),,,,master only (1),11,matched (3),2,20,matched (3),13963.669,17395.68,13963.669,matched (3),6.8000002,matched (3),Control(Non),Indode,0,Indode,matched (3),16,138.66312,matched (3),Temp. Dry Winter Warm Summer,matched (3)
246,30,0,0,0,0,50,60,0,0,33000,1,1,0,1,Meher,1,matched (3),Meher,0,1,0,1,1,matched (3),1,0,1,3,1.75,1.75,1,18.333334,2,1.6666666,1,1,1.4285715,1,1,matched (3),Dry,Oromia,West Shoa,Ejerie,Telbo,Daallee,1,1,3,0,0,0,1,8.9487114,38.404961,2064.1001,Telbo,matched (3),40,40,,150,150,150,,,matched (3),130500,.26000002,5,0,matched (3),32,2,2,4,matched (3),9,6700,matched (3),,,,matched (3),0,matched (3),2,600,matched (3),9525.0947,14217.331,9525.0947,matched (3),6.5999999,matched (3),Treatment,Telbo,1,Telbo,matched (3),25,122.82605,matched (3),Temp. Dry Winter Warm Summer,matched (3)
246,300,0,100,0,0,50,150,0,0,40000,1,1,0,1,Dry,1,matched (3),,,,,,,master only (1),0,0,0,3,1.75,1.75,1,18.333334,2,1.6666666,1,1,1.4285715,1,1,matched (3),Dry,Oromia,West Shoa,Ejerie,Telbo,Daallee,1,1,3,0,0,0,1,8.9487114,38.404961,2064.1001,Telbo,matched (3),40,40,,150,150,150,,,matched (3),130500,.26000002,5,0,matched (3),32,2,2,4,matched (3),9,6700,matched (3),,,,matched (3),0,matched (3),2,600,matched (3),9525.0947,14217.331,9525.0947,matched (3),6.5999999,matched (3),Treatment,Telbo,1,Telbo,matched (3),25,122.82605,matched (3),Temp. Dry Winter Warm Summer,matched (3)
247,35,0,0,0,80,100,0,25,0,0,1,1,0,1,Meher,0,matched (3),Meher,0,0,0,0,1,matched (3),1,0,0,1,1,.5,.5,27.5,1,1,1,1,1,1,1,matched (3),Dry,Oromia,West Shoa,Ejerie,Telbo,Daallee,1,0,1,,0,1,0,8.9485016,38.404778,2059.1001,Telbo,matched (3),40,40,,150,150,150,,,matched (3),,,,,master only (1),,,2,2,matched (3),4,3980,matched (3),0,1,12000,matched (3),,matched (3),1,250,matched (3),9499.7236,14187.432,9499.7236,matched (3),6.5999999,matched (3),Treatment,Telbo,1,Telbo,matched (3),25,122.82605,matched (3),Temp. Dry Winter Warm Summer,matched (3)
248,70,0,0,0,65,75,0,0,0,300,1,1,0,1,Meher,1,matched (3),,,,,,,master only (1),0,0,0,3,1.75,1.75,1,16.6,2,1.4,1,1.4,1.2857143,1,1.2857143,matched (3),Dry,Oromia,West Shoa,Ejerie,Telbo,Dallee,0,1,3,0,0,1,0,8.9506769,38.407173,2081,Telbo,matched (3),40,40,,150,150,150,,,matched (3),72600,.27777779,4,1,matched (3),,,,2,matched (3),3,2700,matched (3),1,0,5600,matched (3),,matched (3),6,2100,matched (3),9771.3984,14533.801,9771.3984,matched (3),6.5,matched (3),Treatment,Telbo,1,Telbo,matched (3),25,127.38719,matched (3),Temp. Dry Winter Warm Summer,matched (3)
249,,,,,,,,,,,.625,2,.40563905,1.3333334,Belg,1,matched (3),,,,,,,master only (1),0,0,0,1,4,4,1,42.5,1,1,1,1,1,1,1,matched (3),Dry,Oromia,West Shoa,Ejerie,Indode,Indoodee,0,1,2,1,0,0,0,8.949585,38.398781,2058.3325,Indode,matched (3),30,30,,90,90,90,,,matched (3),65000,.55555558,2,1,matched (3),,,,4,matched (3),10,5600,matched (3),,,0,matched (3),,matched (3),1,0,matched (3),9457.1748,13844.651,9457.1748,matched (3),6.5999999,matched (3),Control(Non),Indode,0,Indode,matched (3),16,130.86967,matched (3),Temp. Dry Winter Warm Summer,matched (3)
249,300,0,200,0,100,25,75,0,0,200000,1,1,0,1,Meher,1,matched (3),Meher,0,0,0,0,2,matched (3),1,0,0,1,4,4,1,42.5,1,1,1,1,1,1,1,matched (3),Dry,Oromia,West Shoa,Ejerie,Indode,Indoodee,0,1,2,1,0,0,0,8.949585,38.398781,2058.3325,Indode,matched (3),30,30,,90,90,90,,,matched (3),65000,.55555558,2,1,matched (3),,,,4,matched (3),10,5600,matched (3),,,0,matched (3),,matched (3),1,0,matched (3),9457.1748,13844.651,9457.1748,matched (3),6.5999999,matched (3),Control(Non),Indode,0,Indode,matched (3),16,130.86967,matched (3),Temp. Dry Winter Warm Summer,matched (3)
250,200,0,100,100,75,75,0,0,0,150000,1,1,0,1,Meher,0,matched (3),Meher,0,0,0,0,3,matched (3),1,0,0,1,6,6,1,30,1,1,1,1,1,1,1,matched (3),Dry,Oromia,West Shoa,Ejerie,Indode,Indoodee,0,1,2,,0,0,0,8.9488621,38.397053,2058.3325,Indode,matched (3),30,30,,90,90,90,,,matched (3),90000,.5,2,1,matched (3),,,,,matched (3),2,400,matched (3),,,0,matched (3),,matched (3),1,0,matched (3),9331.7666,13664.546,9331.7666,matched (3),6.5999999,matched (3),Control(Non),Indode,0,Indode,matched (3),16,132.00734,matched (3),Temp. Dry Winter Warm Summer,matched (3)
251,200,0,200,0,100,75,25,0,0,100000,1,1,0,1,Meher,0,matched (3),Meher,0,0,0,0,3,matched (3),1,0,0,1,6,6,1,40,1,1,1,1,1,1,1,matched (3),Dry,Oromia,West Shoa,Ejerie,Indode,Indoodee,0,1,3,,0,0,0,8.9486189,38.396919,2063.3079,Indode,matched (3),30,30,,90,90,90,,,matched (3),,,,,master only (1),58,,,,matched (3),6,1100,matched (3),,,0,matched (3),,matched (3),89,,matched (3),9302.1611,13635.233,9302.1611,matched (3),6.5999999,matched (3),Control(Non),Indode,0,Indode,matched (3),16,132.00734,matched (3),Temp. Dry Winter Warm Summer,matched (3)
252,300,0,100,0,50,50,0,0,0,200000,1,1,0,1,Meher,0,matched (3),Meher,0,0,0,0,3,matched (3),1,0,0,1,5,5,1,30,1,1,1,1,1,1,1,matched (3),Dry,Oromia,West Shoa,Ejerie,Indode,Indoodee,0,1,2,,0,0,0,8.9474039,38.396843,2075.7097,Indode,matched (3),30,30,,90,90,90,,,matched (3),60000,1,1,1,matched (3),27,4,,2,matched (3),6,5000,matched (3),,,0,matched (3),,matched (3),1,0,matched (3),9170.4023,13530.479,9170.4023,matched (3),6.5999999,matched (3),Control(Non),Indode,0,Indode,matched (3),16,132.00734,matched (3),Temp. Dry Winter Warm Summer,matched (3)
253,300,0,100,0,50,0,50,0,0,200000,1,1,0,1,Meher,0,matched (3),Meher,0,0,0,0,2,matched (3),1,0,0,1,4,4,1,35,1,1,1,1,1,1,1,matched (3),Dry,Oromia,West Shoa,Ejerie,Indode,Indoodee,0,1,2,,0,0,0,8.9471598,38.39677,2044.9407,Indode,matched (3),30,30,,90,90,90,,,matched (3),60000,.33333337,3,1,matched (3),58,3,2,3,matched (3),7,5000,matched (3),,,0,matched (3),,matched (3),1,0,matched (3),9142.3564,13505.436,9142.3564,matched (3),6.5,matched (3),Control(Non),Indode,0,Indode,matched (3),16,132.00734,matched (3),Temp. Dry Winter Warm Summer,matched (3)
254,200,0,130,0,65,65,0,0,0,200000,1,1,0,1,Meher,0,matched (3),Meher,0,0,0,0,3,matched (3),1,0,0,1,4,4,1,30,1,1,1,1,1,1,1,matched (3),Dry,Oromia,West Shoa,Ejerie,Indode,Indoodee,0,1,2,,0,0,0,8.9449415,38.397644,2079.6191,Indode,matched (3),30,30,,90,90,90,,,matched (3),30000,1,1,1,matched (3),6,,,2,matched (3),3,600,matched (3),,,0,matched (3),,matched (3),1,,matched (3),8930.9482,13388.066,8930.9482,matched (3),6.5,matched (3),Control(Non),Indode,0,Indode,matched (3),16,132.00734,matched (3),Temp. Dry Winter Warm Summer,matched (3)
